run;confirmationTime;gasUsed;gasPrice;gasCosts
0;1256620404;0;0;0
1;828862746;0;0;0
2;1135509477;0;0;0
3;981928080;0;0;0
4;722202277;0;0;0
5;928057544;0;0;0
6;1187946363;0;0;0
7;1024305994;0;0;0
8;1338990546;0;0;0
9;971780605;0;0;0
10;717062022;0;0;0
11;1555787045;0;0;0
12;972846535;0;0;0
13;977712575;0;0;0
14;730936103;0;0;0
15;929164422;0;0;0
16;1296733467;0;0;0
17;964876585;0;0;0
18;1262755487;0;0;0
19;973740352;0;0;0
20;981500504;0;0;0
21;1230018330;0;0;0
22;838606153;0;0;0
23;1181546130;0;0;0
24;977359023;0;0;0
25;978556685;0;0;0
26;726825212;0;0;0
27;1239081293;0;0;0
28;884101592;0;0;0
29;1400498499;0;0;0
30;747808891;0;0;0
31;1294470368;0;0;0
32;678615460;0;0;0
33;1599093397;0;0;0
34;982179854;0;0;0
35;952120516;0;0;0
36;1328943762;0;0;0
37;980775133;0;0;0
38;1096526377;0;0;0
39;1138471547;0;0;0
40;997538625;0;0;0
41;994274793;0;0;0
42;737822499;0;0;0
43;1230787111;0;0;0
44;773308679;0;0;0
45;860676734;0;0;0
46;1292472753;0;0;0
47;980719866;0;0;0
48;1284314903;0;0;0
49;1091524879;0;0;0
50;872546682;0;0;0
51;1133055779;0;0;0
52;1141831873;0;0;0
53;983571858;0;0;0
54;1166826720;0;0;0
55;1298071981;0;0;0
56;994236411;0;0;0
57;991233452;0;0;0
58;1243883658;0;0;0
59;980346825;0;0;0
60;1306906150;0;0;0
61;973435795;0;0;0
62;980222314;0;0;0
63;1225198205;0;0;0
64;1043591104;0;0;0
65;1278986507;0;0;0
66;1099058690;0;0;0
67;865868279;0;0;0
68;966237816;0;0;0
69;706577206;0;0;0
70;1260810229;0;0;0
71;864745899;0;0;0
72;1038591277;0;0;0
73;1084537816;0;0;0
74;1292724424;0;0;0
75;1570007956;0;0;0
76;1086489697;0;0;0
77;962782409;0;0;0
78;1046439049;0;0;0
79;1212979246;0;0;0
80;656197885;0;0;0
81;1312807969;0;0;0
82;1088710397;0;0;0
83;1184433457;0;0;0
84;982386230;0;0;0
85;979503034;0;0;0
86;819878227;0;0;0
87;1463795054;0;0;0
88;930986063;0;0;0
89;1285364774;0;0;0
90;994970995;0;0;0
91;976051650;0;0;0
92;1137568463;0;0;0
93;708430768;0;0;0
94;1343897307;0;0;0
95;889704302;0;0;0
96;800642278;0;0;0
97;1428095822;0;0;0
98;961802800;0;0;0
99;1023236413;0;0;0
