run;confirmationTime;gasUsed;gasPrice;gasCosts
0;15797884861;87467;5000000000;437335000000000
1;14338158118;87467;5000000000;437335000000000
2;14215562671;87467;5000000000;437335000000000
3;14202490257;87467;5000000000;437335000000000
4;14537296604;87467;5000000000;437335000000000
5;13991532375;87467;5000000000;437335000000000
6;14244022787;87467;5000000000;437335000000000
7;14329985496;87467;5000000000;437335000000000
8;14159190096;87467;5000000000;437335000000000
9;14190808852;87467;5000000000;437335000000000
10;14239240575;87467;5000000000;437335000000000
11;14307428452;87467;5000000000;437335000000000
12;14295988529;87467;5000000000;437335000000000
13;14246986640;87467;5000000000;437335000000000
14;14251460511;87467;5000000000;437335000000000
15;13989537808;87467;5000000000;437335000000000
16;14192936655;87467;5000000000;437335000000000
17;14283111159;87467;5000000000;437335000000000
18;14285719381;87467;5000000000;437335000000000
19;14219121504;87467;5000000000;437335000000000
20;14392751350;87467;5000000000;437335000000000
21;14330775133;87467;5000000000;437335000000000
22;29150128589;87467;5000000000;437335000000000
23;14166904188;87467;5000000000;437335000000000
24;14293330102;87467;5000000000;437335000000000
25;14182291193;87467;5000000000;437335000000000
26;14404960504;87467;5000000000;437335000000000
27;14138053374;87467;5000000000;437335000000000
28;14257911427;87467;5000000000;437335000000000
29;14407454635;87467;5000000000;437335000000000
30;14120531775;87467;5000000000;437335000000000
31;14280119157;87467;5000000000;437335000000000
32;14133931005;87467;5000000000;437335000000000
33;14123847820;87467;5000000000;437335000000000
34;14376173120;87467;5000000000;437335000000000
35;14328537467;87467;5000000000;437335000000000
36;14409815335;87467;5000000000;437335000000000
37;14192167329;87467;5000000000;437335000000000
38;14127964801;87467;5000000000;437335000000000
39;14122336503;87467;5000000000;437335000000000
40;14397557995;87467;5000000000;437335000000000
41;14568781889;87467;5000000000;437335000000000
42;13920169102;87467;5000000000;437335000000000
43;14379038135;87467;5000000000;437335000000000
44;14217415009;87467;5000000000;437335000000000
45;14175770740;87467;5000000000;437335000000000
46;14322627241;87467;5000000000;437335000000000
47;14327688471;87467;5000000000;437335000000000
48;14271940625;87467;5000000000;437335000000000
49;14191492650;87467;5000000000;437335000000000
50;14105054518;87467;5000000000;437335000000000
51;14249917953;87467;5000000000;437335000000000
52;14216039653;87467;5000000000;437335000000000
53;14255674258;87467;5000000000;437335000000000
54;14424742934;87467;5000000000;437335000000000
55;14258861983;87467;5000000000;437335000000000
56;14112409054;87467;5000000000;437335000000000
57;14219128688;87467;5000000000;437335000000000
58;14205428341;87467;5000000000;437335000000000
59;14285346250;87467;5000000000;437335000000000
60;14096726153;87467;5000000000;437335000000000
61;14445523936;87467;5000000000;437335000000000
62;14092494588;87467;5000000000;437335000000000
63;14087080628;87467;5000000000;437335000000000
64;14488783143;87467;5000000000;437335000000000
65;14172589826;87467;5000000000;437335000000000
66;14352609113;87467;5000000000;437335000000000
67;14117451186;87467;5000000000;437335000000000
68;14359129773;87467;5000000000;437335000000000
69;13889339735;87467;5000000000;437335000000000
70;14424368907;87467;5000000000;437335000000000
71;14115719431;87467;5000000000;437335000000000
72;14265684633;87467;5000000000;437335000000000
73;14251652509;87467;5000000000;437335000000000
74;14184465137;87467;5000000000;437335000000000
75;14184374738;87467;5000000000;437335000000000
76;14164407572;87467;5000000000;437335000000000
77;14163622316;87467;5000000000;437335000000000
78;14364176376;87467;5000000000;437335000000000
79;14281868697;87467;5000000000;437335000000000
80;14313255941;87467;5000000000;437335000000000
81;14307817938;87467;5000000000;437335000000000
82;14342883122;87403;5000000000;437015000000000
83;14137401870;87467;5000000000;437335000000000
84;13809158298;87467;5000000000;437335000000000
85;14370469055;87467;5000000000;437335000000000
86;14067135977;87467;5000000000;437335000000000
87;14135002757;87467;5000000000;437335000000000
88;14170836126;87467;5000000000;437335000000000
89;14382381164;87467;5000000000;437335000000000
90;13925499414;87467;5000000000;437335000000000
91;13950067073;87467;5000000000;437335000000000
92;14071919761;87467;5000000000;437335000000000
93;14548313000;87467;5000000000;437335000000000
94;14011505233;87467;5000000000;437335000000000
95;14301386909;87467;5000000000;437335000000000
96;14486703094;87467;5000000000;437335000000000
97;13727399103;87467;5000000000;437335000000000
98;14024535748;87467;5000000000;437335000000000
99;14191832202;87467;5000000000;437335000000000
