run;confirmationTime;gasUsed;gasPrice;gasCosts
0;32781190676;77867;2000000000;155734000000000
1;21125708625;77867;2000000000;155734000000000
2;8026145795;77867;2000000000;155734000000000
3;31271189581;77867;2000000000;155734000000000
4;7276542357;77867;2000000000;155734000000000
5;30416083257;77867;2000000000;155734000000000
6;24688304994;77867;2000000000;155734000000000
7;46245557748;77867;2000000000;155734000000000
8;5215391168;77867;2000000000;155734000000000
9;9793705009;77867;2000000000;155734000000000
10;8428698641;77867;2000000000;155734000000000
11;37346729972;77867;2000000000;155734000000000
12;11277112422;77867;2000000000;155734000000000
13;20234078981;77867;2000000000;155734000000000
14;24502863512;77867;2000000000;155734000000000
15;3179908706;77867;2000000000;155734000000000
16;12154204160;77867;2000000000;155734000000000
17;9361019886;77867;2000000000;155734000000000
18;17646373143;77867;2000000000;155734000000000
19;3130671217;77867;2000000000;155734000000000
20;27990130572;77867;2000000000;155734000000000
21;45105315397;77867;2000000000;155734000000000
22;8851919430;77867;2000000000;155734000000000
23;33452617828;77867;2000000000;155734000000000
24;65584603613;77867;2000000000;155734000000000
25;3959289205;77867;2000000000;155734000000000
26;48580412292;77867;2000000000;155734000000000
27;11697698819;77867;2000000000;155734000000000
28;8407621848;77867;2000000000;155734000000000
29;63933103595;77867;2000000000;155734000000000
30;5319800669;77867;2000000000;155734000000000
31;7086828900;77867;2000000000;155734000000000
32;13418833240;77867;2000000000;155734000000000
33;33383193506;77867;2000000000;155734000000000
34;13284740461;77867;2000000000;155734000000000
35;16105272252;77867;2000000000;155734000000000
36;5265652121;77867;2000000000;155734000000000
37;35470575091;77867;2000000000;155734000000000
38;4861318380;77867;2000000000;155734000000000
39;10594674454;77867;2000000000;155734000000000
40;6926960743;77867;2000000000;155734000000000
41;12515102775;77867;2000000000;155734000000000
42;8388965465;77867;2000000000;155734000000000
43;14136583356;77867;2000000000;155734000000000
44;10925314271;77867;2000000000;155734000000000
45;31169150245;77867;2000000000;155734000000000
46;39120675408;77867;2000000000;155734000000000
47;12129156533;77867;2000000000;155734000000000
48;7771902433;77867;2000000000;155734000000000
49;9846162514;77867;2000000000;155734000000000
50;17660056150;77867;2000000000;155734000000000
51;15071985725;77867;2000000000;155734000000000
52;17489442280;77867;2000000000;155734000000000
53;6989448476;77867;2000000000;155734000000000
54;32232674146;77867;2000000000;155734000000000
55;4081963531;77867;2000000000;155734000000000
56;5194139749;77867;2000000000;155734000000000
57;13060168653;77867;2000000000;155734000000000
58;6318264021;77867;2000000000;155734000000000
59;33383186064;77867;2000000000;155734000000000
60;10387599200;77867;2000000000;155734000000000
61;3491811030;77867;2000000000;155734000000000
62;20630587978;77867;2000000000;155734000000000
63;20644216545;77867;2000000000;155734000000000
64;12323504136;77867;2000000000;155734000000000
65;12968492287;77867;2000000000;155734000000000
66;5498126106;77867;2000000000;155734000000000
67;15465305142;77867;2000000000;155734000000000
68;14241575809;77867;2000000000;155734000000000
69;27187928528;77867;2000000000;155734000000000
70;20715614196;77867;2000000000;155734000000000
71;14249971595;77867;2000000000;155734000000000
72;11014526347;77867;2000000000;155734000000000
73;5399824348;77867;2000000000;155734000000000
74;38114746789;77867;2000000000;155734000000000
75;4777197620;77867;2000000000;155734000000000
76;19688785620;77867;2000000000;155734000000000
77;7435476466;77867;2000000000;155734000000000
78;6662957588;77867;2000000000;155734000000000
79;22522569345;77867;2000000000;155734000000000
80;23518242139;77867;2000000000;155734000000000
81;8770853578;77867;2000000000;155734000000000
82;3954864581;77867;2000000000;155734000000000
83;4022945704;77867;2000000000;155734000000000
84;6508653299;77867;2000000000;155734000000000
85;3200308058;77867;2000000000;155734000000000
86;5675135809;77867;2000000000;155734000000000
87;6049206254;77867;2000000000;155734000000000
88;25986727504;77867;2000000000;155734000000000
89;5638516174;77867;2000000000;155734000000000
90;7437335192;77867;2000000000;155734000000000
91;20432799853;77867;2000000000;155734000000000
92;19623109420;77867;2000000000;155734000000000
93;23586688925;77867;2000000000;155734000000000
94;44583555075;77867;2000000000;155734000000000
95;22610226156;77867;2000000000;155734000000000
96;10193806786;77867;2000000000;155734000000000
97;58139666485;77867;2000000000;155734000000000
98;3284488124;77867;2000000000;155734000000000
99;23674531103;77867;2000000000;155734000000000
