run;confirmationTime;gasUsed;gasPrice;gasCosts
0;4991901369;0;0;0
1;12030591361;0;0;0
2;10087338038;0;0;0
3;2783771585;0;0;0
4;9089268673;0;0;0
5;3678271868;0;0;0
6;6296389229;0;0;0
7;5989779039;0;0;0
8;6163747420;0;0;0
9;6378234295;0;0;0
10;9296595903;0;0;0
11;10990715184;0;0;0
12;7352162907;0;0;0
13;5314540828;0;0;0
14;14260018841;0;0;0
15;4505248688;0;0;0
16;5826577675;0;0;0
17;3644808271;0;0;0
18;4982901162;0;0;0
19;4329895080;0;0;0
20;7982705256;0;0;0
21;3502198350;0;0;0
22;6707344858;0;0;0
23;6008158380;0;0;0
24;4107760170;0;0;0
25;9952803755;0;0;0
26;8681710462;0;0;0
27;7386319969;0;0;0
28;7348443719;0;0;0
29;3986395740;0;0;0
30;5017647472;0;0;0
31;5100062644;0;0;0
32;6967574402;0;0;0
33;4607591625;0;0;0
34;5177636838;0;0;0
35;5883102097;0;0;0
36;4952990645;0;0;0
37;4503531937;0;0;0
38;5270603256;0;0;0
39;2967493615;0;0;0
40;5043278926;0;0;0
41;3958283846;0;0;0
42;7361297641;0;0;0
43;4473770250;0;0;0
44;4940413758;0;0;0
45;2961556001;0;0;0
46;4791801989;0;0;0
47;3779070253;0;0;0
48;4069481643;0;0;0
49;4395148697;0;0;0
50;7698391742;0;0;0
51;3719986146;0;0;0
52;3767339321;0;0;0
53;6083113661;0;0;0
54;2972560812;0;0;0
55;4144191928;0;0;0
56;3764661794;0;0;0
57;4762823772;0;0;0
58;3584402145;0;0;0
59;4534190390;0;0;0
60;5208497024;0;0;0
61;3946427982;0;0;0
62;6661012807;0;0;0
63;4972140999;0;0;0
64;6258590393;0;0;0
65;4987034081;0;0;0
66;4644867759;0;0;0
67;10291323753;0;0;0
68;3631192178;0;0;0
69;6368424299;0;0;0
70;5979297243;0;0;0
71;5981223407;0;0;0
72;7239961191;0;0;0
73;7691497124;0;0;0
74;4830614435;0;0;0
75;4756630367;0;0;0
76;8742759291;0;0;0
77;3899126276;0;0;0
78;7576997843;0;0;0
79;11889785401;0;0;0
80;6860114107;0;0;0
81;4002863008;0;0;0
82;9271735444;0;0;0
83;6849832874;0;0;0
84;3339932706;0;0;0
85;8863489525;0;0;0
86;4533846354;0;0;0
87;4889062731;0;0;0
88;10572709469;0;0;0
89;5444492953;0;0;0
90;5116609317;0;0;0
91;6809618287;0;0;0
92;9627766282;0;0;0
93;7629963880;0;0;0
94;3485275673;0;0;0
95;4211446043;0;0;0
96;3968613814;0;0;0
97;7693069720;0;0;0
98;3155182007;0;0;0
99;7289976039;0;0;0
